beat_idx,gt_beat,gt_time_s,pred_time_s,err_ms,ok,section_idx,chosen_tracker
49,90.99999999999972,72.657292,55.93333333333333,16723.96,1,1,Pass1
50,93.99999999999991,74.063542,56.16666666666666,17896.88,1,1,Pass1
51,96.9999999999999,75.328125,60.333333333333336,14994.79,1,1,Pass1
52,99.9999999999999,76.991667,60.56666666666667,16425.0,1,1,Pass1
53,102.99999999999982,78.80572950000001,60.833333333333336,17972.4,1,1,Pass1
54,106.00000000000004,80.619792,61.66666666666666,18953.13,1,1,Pass1
55,108.99999999999994,81.91041700000002,64.93333333333334,16977.08,1,1,Pass1
56,111.99999999999991,83.442708,65.83333333333333,17609.37,1,1,Pass1
57,114.99999999999991,84.979167,66.13333333333334,18845.83,1,1,Pass1
58,117.99999999999984,86.178125,68.2,17978.12,1,1,Pass1
59,120.99999999999974,87.382292,68.43333333333334,18948.96,1,1,Pass1
60,123.9999999999998,89.0484375,68.66666666666667,20381.77,1,1,Pass1
61,126.99999999999972,90.197917,68.9,21297.92,1,1,Pass1
62,129.9999999999997,91.231771,69.23333333333333,21998.44,1,1,Pass1
63,132.99999999999966,91.897917,72.5,19397.92,1,1,Pass1
64,135.9999999999996,93.707292,73.66666666666667,20040.63,1,1,Pass1
65,138.99999999999957,95.026042,75.63333333333334,19392.71,1,1,Pass1
66,141.99999999999952,96.375,77.13333333333334,19241.67,1,1,Pass1
67,144.9999999999995,97.790625,81.63333333333334,16157.29,1,1,Pass1
68,147.99999999999943,99.190625,82.06666666666666,17123.96,1,1,Pass1
69,150.9999999999994,100.791667,83.3,17491.67,1,1,Pass1
70,153.9999999999994,102.55625,86.86666666666666,15689.58,1,1,Pass1
71,156.99999999999935,104.211458,87.76666666666667,16444.79,1,1,Pass1
72,159.9999999999993,105.758333,88.0,17758.33,1,1,Pass1
73,162.99999999999923,107.439583,88.23333333333333,19206.25,1,1,Pass1
74,165.9999999999992,108.938542,88.5,20438.54,1,1,Pass1
75,168.9999999999992,110.444792,89.46666666666667,20978.13,1,2,Pass1
76,171.9999999999992,111.988021,91.66666666666669,20321.35,1,2,Pass1
77,174.9999999999992,113.939583,92.26666666666668,21672.92,1,2,Pass1
78,177.99999999999926,115.3828125,92.56666666666666,22816.15,1,2,Pass1
79,180.9999999999992,117.23125,93.86666666666666,23364.58,1,2,Pass1
80,183.9999999999989,119.4072915,94.26666666666668,25140.62,1,2,Pass1
81,186.99999999999903,121.709375,95.86666666666666,25842.71,1,2,Pass1
82,189.999999999999,123.1671875,97.7,25467.19,1,2,Pass1
83,192.99999999999895,125.244271,98.6,26644.27,1,2,Pass1
84,195.99999999999895,128.202604,100.03333333333332,28169.27,1,2,Pass1
85,198.99999999999883,130.192708,100.7,29492.71,1,2,Pass1
86,201.9999999999988,131.65,101.8,29850.0,1,2,Pass1
87,204.99999999999872,132.901042,103.46666666666668,29434.38,1,2,Pass1
88,207.99999999999864,134.04375,105.6,28443.75,1,2,Pass1
89,210.99999999999852,135.154167,105.9,29254.17,1,2,Pass1
90,213.9999999999985,136.211458,107.36666666666666,28844.79,1,2,Pass1
91,216.9999999999985,137.272917,108.2,29072.92,1,2,Pass1
92,219.99999999999835,138.272917,108.5,29772.92,1,2,Pass1
93,222.99999999999815,139.297396,109.46666666666668,29830.73,1,3,Pass1
94,225.99999999999807,140.1802085,111.7,28480.21,1,3,Pass1
95,228.99999999999807,141.0046875,117.53333333333332,23471.35,1,3,Pass1
96,231.99999999999807,141.74374999999995,121.1,20643.75,1,3,Pass1
97,234.999999999998,142.427604,122.56666666666666,19860.94,1,3,Pass1
98,237.999999999998,143.111458,123.8,19311.46,1,3,Pass1
99,240.99999999999807,143.715625,125.93333333333334,17782.29,1,3,Pass1
100,243.9999999999979,144.3338545,128.43333333333334,15900.52,1,3,Pass1
101,246.9999999999967,145.0036455,129.4,15603.65,1,4,Pass1
102,249.9999999999972,145.698958,129.86666666666667,15832.29,1,4,Pass1
103,252.9999999999976,146.31354199999996,131.33333333333334,14980.21,1,4,Pass1
104,255.9999999999976,146.902083,131.96666666666667,14935.42,1,4,Pass1
105,258.99999999999807,147.578125,135.9,11678.12,1,4,Pass1
106,261.9999999999985,148.2546875,137.93333333333334,10321.35,1,4,Pass1
107,264.999999999999,148.923958,138.16666666666666,10757.29,1,4,Pass1
108,267.999999999999,149.5651045,138.4,11165.1,1,4,Pass1
109,270.999999999999,150.3864585,139.0,11386.46,1,4,Pass1
110,273.9999999999985,151.0125,140.1,10912.5,1,4,Pass1
111,276.9999999999985,151.608854,141.73333333333332,9875.52,1,4,Pass1
112,279.99999999999807,152.21979199999996,147.0,5219.79,1,4,Pass1
113,282.99999999999807,152.849479,148.5,4349.48,1,4,Pass1
114,285.99999999999807,153.416667,149.53333333333333,3883.33,1,4,Pass1
115,288.99999999999807,154.009896,150.4,3609.9,1,4,Pass1
116,291.99999999999807,154.615625,151.46666666666667,3148.96,1,4,Pass1
117,294.99999999999807,155.201042,153.4,1801.04,1,4,Pass1
118,297.99999999999807,155.78697949999997,155.1,686.98,1,4,Pass1
119,300.99999999999807,156.396875,155.86666666666667,530.21,1,4,Pass1
120,303.99999999999807,156.9822915,157.2,217.71,1,4,Pass1
121,306.99999999999807,157.59635400000005,157.63333333333333,36.98,1,4,Pass1
122,309.99999999999807,158.2020835,158.8,597.92,1,4,Pass1
123,312.99999999999807,158.81510400000005,159.6,784.9,1,4,Pass1
124,315.99999999999807,159.58125,159.86666666666667,285.42,1,4,Pass1
125,318.99999999999807,160.357292,160.13333333333333,223.96,1,4,Pass1
126,321.9999999999984,160.971875,160.36666666666667,605.21,1,4,Pass1
127,324.9999999999984,161.588542,161.6,11.46,1,4,Pass1
128,327.9999999999984,162.29583300000004,164.93333333333334,2637.5,1,4,Pass1
129,330.9999999999984,163.002083,165.96666666666667,2964.58,1,4,Pass1
130,333.9999999999984,163.630208,168.06666666666666,4436.46,1,4,Pass1
131,336.9999999999984,164.255208,169.46666666666667,5211.46,1,4,Pass1
132,339.9999999999984,165.002083,171.96666666666667,6964.58,1,4,Pass1
133,342.9999999999984,165.88125,173.0,7118.75,1,4,Pass1
134,345.99999999999875,166.497917,174.53333333333333,8035.42,1,4,Pass1
135,348.99999999999875,167.128125,175.4,8271.87,1,4,Pass1
136,351.99999999999875,168.008333,176.4,8391.67,1,4,Pass1
137,354.99999999999875,168.857292,176.63333333333333,7776.04,1,4,Pass1
138,357.9999999999991,169.830208,176.86666666666667,7036.46,1,4,Pass1
139,360.99999999999903,170.770833,178.63333333333333,7862.5,1,4,Pass1
140,363.9999999999989,172.2317705,179.26666666666668,7034.9,1,4,Pass1
141,366.9999999999995,173.357292,179.5,6142.71,1,4,Pass1
142,370.0000000000001,174.546875,179.73333333333332,5186.46,1,5,Pass1
143,373.00000000000006,176.05286475,180.03333333333333,3980.47,1,5,Pass1
144,376.0000000000001,177.5588545,180.33333333333331,2774.48,1,5,Pass1
145,379.0000000000001,179.003646,180.63333333333333,1629.69,1,5,Pass1
146,382.0000000000001,180.4484375,180.9333333333333,484.9,1,5,Pass1
147,385.0000000000001,182.5395835,181.2333333333333,1306.25,1,5,Pass1
148,388.00000000000006,185.964583,181.53333333333333,4431.25,1,6,Pass1
149,391.00000000000006,187.58125,187.4333333333333,147.92,1,6,Pass1
150,394.00000000000006,188.756771,188.7333333333333,23.44,1,6,Pass1
151,397.00000000000006,190.04375,190.2333333333333,189.58,1,6,Pass1
152,400.00000000000006,191.236458,191.2333333333333,3.12,1,6,Pass1
153,403.00000000000006,192.288542,192.2333333333333,55.21,1,6,Pass1
154,406.00000000000006,193.5041665,193.5,4.17,1,6,Pass1
155,409.00000000000006,194.75625,193.9,856.25,1,6,Pass1
156,412.00000000000006,195.856771,194.96666666666667,890.1,1,6,Pass1
157,415.00000000000034,197.0458335,197.0,45.83,1,6,Pass1
158,418.00000000000034,198.0140625,197.7333333333333,280.73,1,6,Pass1
159,421.00000000000034,199.071875,198.96666666666667,105.21,1,6,Pass1
160,424.00000000000034,200.409896,200.2333333333333,176.56,1,6,Pass1
161,427.00000000000034,201.66875,201.63333333333333,35.42,1,6,Pass1
162,430.00000000000034,202.7541665,202.56666666666663,187.5,1,6,Pass1
163,433.00000000000034,203.883333,203.86666666666667,16.67,1,6,Pass1
164,436.00000000000034,205.996875,206.0,3.13,1,6,Pass1
165,439.00000000000034,207.315625,207.4,84.37,1,6,Pass1
166,442.00000000000034,208.5046875,208.5,4.69,1,6,Pass1
167,445.00000000000034,209.720833,210.0,279.17,1,6,Pass1
168,448.00000000000034,210.752083,210.76666666666668,14.58,1,6,Pass1
169,451.00000000000034,211.770833,211.7333333333333,37.5,1,6,Pass1
170,454.00000000000034,213.0109375,213.06666666666663,55.73,1,6,Pass1
171,457.00000000000034,214.280208,213.46666666666667,813.54,1,6,Pass1
172,460.0000000000007,216.2859375,214.6,1685.94,1,6,Pass1
173,463.0000000000007,218.1666665,218.0,166.67,1,6,Pass1
174,466.0000000000007,219.204167,219.2333333333333,29.17,1,6,Pass1
175,469.0000000000007,220.9625,220.3,662.5,1,6,Pass1
176,472.00000000000097,223.7765625,222.13333333333333,1643.23,1,6,Pass1
177,475.00000000000097,225.451042,225.76666666666668,315.62,1,6,Pass1
178,478.00000000000097,227.0010415,226.96666666666667,34.37,1,6,Pass1
179,481.00000000000097,228.45625,228.33333333333331,122.92,1,6,Pass1
180,484.00000000000097,229.915625,230.0,84.37,1,6,Pass1
181,487.00000000000097,231.240625,231.2333333333333,7.29,1,6,Pass1
182,490.00000000000097,232.6333335,232.66666666666663,33.33,1,6,Pass1
183,493.0000000000013,233.934375,233.96666666666667,32.29,1,6,Pass1
184,496.0000000000016,235.46875,235.53333333333333,64.58,1,6,Pass1
185,499.0000000000016,236.9875,237.03333333333333,45.83,1,6,Pass1
186,502.0000000000016,238.540625,238.6,59.37,1,6,Pass1
187,505.0000000000019,240.170833,240.16666666666663,4.17,1,6,Pass1
188,508.0000000000019,241.691146,241.7333333333333,42.19,1,6,Pass1
189,511.00000000000216,243.2,242.66666666666663,533.33,1,6,Pass1
190,514.0000000000022,244.593229,244.66666666666663,73.44,1,6,Pass1
191,517.0000000000025,245.884375,245.9,15.62,1,6,Pass1
192,520.0000000000028,247.2942705,247.1,194.27,1,6,Pass1
193,523.0000000000028,248.659375,248.63333333333333,26.04,1,6,Pass1
194,526.0000000000028,249.884896,249.66666666666663,218.23,1,6,Pass1
195,529.0000000000028,251.230208,251.36666666666667,136.46,1,6,Pass1
196,532.0000000000019,252.4526045,252.5,47.4,1,7,Pass1
197,535.0000000000019,254.130208,254.33333333333331,203.13,1,7,Pass1
198,538.0000000000019,255.496875,255.26666666666668,230.21,1,7,Pass1
199,541.0000000000019,257.791667,257.8666666666667,75.0,1,7,Pass1
200,544.000000000002,261.984375,259.6666666666667,2317.71,1,7,Pass1
201,547.0000000000019,264.080729,260.56666666666666,3514.06,1,7,Pass1
202,550.0000000000019,266.177083,266.0,177.08,1,7,Pass1
203,553.0000000000019,267.6390625,267.56666666666666,72.4,1,7,Pass1
204,556.0000000000018,269.11875,269.06666666666666,52.08,1,7,Pass1
205,559.0000000000018,270.86666649999995,270.3333333333333,533.33,1,7,Pass1
206,562.0000000000018,272.614583,272.43333333333334,181.25,1,7,Pass1
207,565.0000000000018,273.870833,273.96666666666664,95.83,1,7,Pass1
208,568.0000000000018,275.3140625,275.3666666666667,52.6,1,7,Pass1
209,571.0000000000018,277.11953125,276.0,1119.53,1,7,Pass1
210,574.0000000000017,278.925,277.43333333333334,1491.67,1,7,Pass1
211,577.0000000000015,280.23125,280.1,131.25,1,7,Pass1
212,580.0000000000023,281.424479,281.46666666666664,42.19,1,7,Pass1
213,583.0000000000024,282.916927,282.8333333333333,83.59,1,7,Pass1
214,586.0000000000025,284.409375,284.26666666666665,142.71,1,7,Pass1
215,589.0000000000038,285.646875,285.6,46.88,1,7,Pass1
216,592.0000000000044,286.7328125,286.7,32.81,1,7,Pass1
217,595.0000000000048,287.6541665000001,287.6333333333333,20.83,1,7,Pass1
218,598.0000000000048,288.633854,288.53333333333336,100.52,1,7,Pass1
219,601.0000000000055,289.5078125,289.46666666666664,41.15,1,7,Pass1
220,604.0000000000053,290.401042,290.3333333333333,67.71,1,7,Pass1
221,607.0000000000061,291.1703125,291.2333333333333,63.02,1,7,Pass1
222,610.0000000000061,291.9510415000001,291.9,51.04,1,7,Pass1
223,613.0000000000063,292.8494790000001,292.8333333333333,16.15,1,7,Pass1
224,616.0000000000063,294.523958,293.8333333333333,690.62,1,7,Pass1
225,619.0000000000065,295.941667,295.3333333333333,608.33,1,7,Pass1
226,622.0000000000066,297.001042,297.0,1.04,1,7,Pass1
227,625.0000000000066,297.866667,297.7333333333333,133.33,1,7,Pass1
228,628.0000000000067,298.689583,298.8,110.42,1,7,Pass1
229,631.0000000000067,299.419792,299.56666666666666,146.87,1,7,Pass1
230,634.0000000000069,300.284375,300.26666666666665,17.71,1,7,Pass1
231,637.0000000000069,300.9979170000001,300.8333333333333,164.58,1,7,Pass1
232,640.0000000000069,301.817708,301.43333333333334,384.37,1,7,Pass1
233,643.0000000000102,302.66875,302.6666666666667,2.08,1,7,Pass1
234,646.0000000000105,303.544792,303.7,155.21,1,7,Pass1
235,649.0000000000134,304.319792,304.2333333333333,86.46,1,7,Pass1
236,652.0000000000138,305.345833,305.3666666666667,20.83,1,7,Pass1
237,655.000000000014,306.340625,306.26666666666665,73.96,1,7,Pass1
238,658.0000000000143,307.2578125,307.2333333333333,24.48,1,7,Pass1
239,661.0000000000146,308.2947915000001,308.26666666666665,28.12,1,7,Pass1
240,664.0000000000149,309.6062500000001,309.6333333333333,27.08,1,7,Pass1
241,667.000000000015,310.5604165000001,311.06666666666666,506.25,1,7,Pass1
242,670.0000000000151,311.416667,311.56666666666666,150.0,1,7,Pass1
243,673.0000000000151,312.15625,312.03333333333336,122.92,1,7,Pass1
244,676.0000000000152,312.863542,312.9,36.46,1,7,Pass1
245,679.0000000000153,313.55625,313.6333333333333,77.08,1,7,Pass1
246,682.0000000000156,314.405208,314.3333333333333,71.87,1,7,Pass1
247,685.0000000000152,315.136458,314.93333333333334,203.12,1,7,Pass1
248,688.0000000000157,316.114583,316.1,14.58,1,7,Pass1
249,691.0000000000158,316.915104,316.93333333333334,18.23,1,8,Pass1
250,694.0000000000185,317.8015625000001,318.03333333333336,231.77,1,8,Pass1
251,697.000000000019,318.927083,318.96666666666664,39.58,1,8,Pass1
252,700.0000000000193,319.5890625,319.53333333333336,55.73,1,8,Pass1
253,703.0000000000194,320.2687499999999,320.3666666666667,97.92,1,9,Pass1
254,706.0000000000226,321.0,321.06666666666666,66.67,1,9,Pass1
255,709.0000000000229,321.990625,323.53333333333336,1542.71,1,9,Pass1
256,712.0000000000229,322.6895835,323.76666666666665,1077.08,1,9,Pass1
257,715.0000000000231,323.353125,324.03333333333336,680.21,1,9,Pass1
258,718.0000000000231,324.032292,324.26666666666665,234.37,1,9,Pass1
259,721.0000000000236,324.8619795,325.06666666666666,204.69,1,9,Pass1
260,724.0000000000238,326.05,326.03333333333336,16.67,1,9,Pass1
261,727.0000000000244,326.7697915,327.3666666666667,596.88,1,9,Pass1
262,730.0000000000247,327.465625,328.6,1134.38,1,9,Pass1
263,733.0000000000249,328.0208330000001,329.26666666666665,1245.83,1,9,Pass1
264,736.0000000000483,328.596875,329.6333333333333,1036.46,1,10,Pass2
265,739.0000000000483,329.1453125,329.8666666666667,721.35,1,10,Pass2
266,742.000000000048,329.725521,330.1,374.48,1,10,Pass2
267,745.000000000048,330.3072915,330.3666666666667,59.38,1,10,Pass2
268,748.0000000000479,330.886979,331.06666666666666,179.69,1,10,Pass2
269,751.0000000000479,331.478125,331.5,21.88,1,10,Pass2
270,754.0000000000476,332.0401045,332.06666666666666,26.56,1,10,Pass2
271,757.0000000000476,332.6,332.6,0.0,1,10,Pass2
272,760.0000000000474,333.1875,333.26666666666665,79.17,1,10,Pass2
273,763.0000000000472,333.7708330000001,333.8333333333333,62.5,1,10,Pass2
274,766.0000000000467,334.369271,334.43333333333334,64.06,1,10,Pass2
275,769.000000000047,334.941667,335.03333333333336,91.67,1,10,Pass2
276,772.0000000000462,335.5208335,335.46666666666664,54.17,1,10,Pass2
277,775.0000000000462,336.0828125000001,336.1333333333333,50.52,1,10,Pass2
278,778.0000000000459,336.6453125000001,336.76666666666665,121.35,1,10,Pass2
279,781.0000000000459,337.1994795,337.2333333333333,33.85,1,10,Pass2
280,784.0000000000457,337.8958335,337.9,4.17,1,10,Pass2
281,787.0000000000459,338.488542,338.46666666666664,21.88,1,10,Pass2
282,790.0000000000455,339.013542,338.93333333333334,80.21,1,10,Pass2
283,793.0000000000457,339.4859375,339.46666666666664,19.27,1,10,Pass2
284,796.0000000000452,340.090104,340.1,9.9,1,10,Pass2
285,799.0000000000485,340.670833,340.7333333333333,62.5,1,10,Pass2
286,802.000000000048,341.257292,341.26666666666665,9.37,1,10,Pass2
287,805.0000000000483,341.851042,341.76666666666665,84.38,1,10,Pass2
288,808.0000000000556,342.5828125,342.53333333333336,49.48,1,11,Pass2
289,811.0000000000556,343.325,343.3666666666667,41.67,1,11,Pass2
290,814.0000000000547,343.93125,343.93333333333334,2.08,1,11,Pass2
291,817.0000000000545,344.5541665,344.8333333333333,279.17,1,11,Pass2
292,820.0000000000539,345.13385400000016,345.1333333333333,0.52,1,11,Pass2
293,823.0000000000535,345.7151045,345.7,15.1,1,11,Pass2
294,826.0000000000535,346.3078125,346.2333333333333,74.48,1,11,Pass2
295,829.0000000000528,346.8671875,346.96666666666664,99.48,1,11,Pass2
296,832.0000000000525,347.4255205,347.56666666666666,141.15,1,11,Pass2
297,835.0000000000525,348.0328125,348.06666666666666,33.85,1,11,Pass2
298,838.0000000000516,348.62968750000016,348.6333333333333,3.65,1,11,Pass2
299,841.0000000000516,349.2015625,349.43333333333334,231.77,1,11,Pass2
300,844.0000000000508,349.76093749999984,349.76666666666665,5.73,1,11,Pass2
301,847.0000000000506,350.3666665,350.3333333333333,33.33,1,11,Pass2
302,850.0000000000506,350.95781250000016,350.8666666666667,91.15,1,11,Pass2
303,853.0000000000497,351.49375,351.56666666666666,72.92,1,11,Pass2
304,856.0000000000495,352.084375,352.1333333333333,48.96,1,11,Pass2
305,859.0000000000489,352.628125,352.6333333333333,5.21,1,11,Pass2
306,862.0000000000487,353.185417,353.3666666666667,181.25,1,11,Pass2
307,865.0000000000487,353.748958,353.93333333333334,184.38,1,11,Pass2
308,868.0000000000477,354.326042,354.43333333333334,107.29,1,11,Pass2
309,871.0000000000477,354.867708,354.8333333333333,34.37,1,11,Pass2
310,874.000000000047,355.432292,355.5,67.71,1,11,Pass2
311,877.0000000000437,355.970833,356.0,29.17,1,11,Pass2
312,880.0000000000434,356.546875,356.43333333333334,113.54,1,11,Pass2
313,883.0000000000425,357.225,357.4,175.0,1,11,Pass2
314,886.0000000000425,357.816667,357.76666666666665,50.0,1,11,Pass2
315,889.0000000000417,358.396875,358.43333333333334,36.46,1,11,Pass2
316,892.0000000000417,358.9625,359.0,37.5,1,11,Pass2
317,895.0000000000415,359.558333,359.7333333333333,175.0,1,11,Pass2
318,898.0000000000406,360.140625,360.3,159.38,1,11,Pass2
319,901.0000000000406,360.745833,360.73333333333335,12.5,1,11,Pass2
320,904.0000000000406,361.490104,361.4666666666666,23.44,1,11,Pass2
321,907.00000000004,362.109375,362.3666666666667,257.29,1,11,Pass2
322,910.0000000000396,362.669792,363.2,530.21,1,11,Pass2
323,913.0000000000388,363.258333,363.6,341.67,1,11,Pass2
324,916.0000000000388,363.771875,365.0,1228.12,1,11,Pass2
325,919.0000000000388,364.3572915,365.3,942.71,1,11,Pass2
326,922.0000000000376,364.908333,366.3666666666667,1458.33,1,11,Pass2
327,925.0000000000376,365.5291665,366.6666666666667,1137.5,1,11,Pass2
328,928.0000000000368,366.2260415,368.1,1873.96,1,11,Pass2
329,931.000000000036,366.961458,368.4,1438.54,1,11,Pass2
330,934.000000000036,367.4296875,368.8,1370.31,1,11,Pass2
331,937.0000000000352,367.992708,369.1,1107.29,1,11,Pass2
332,940.0000000000358,368.5177085,369.76666666666665,1248.96,1,11,Pass2
333,943.000000000036,369.05,370.1,1050.0,1,11,Pass2
334,946.0000000000352,369.55,370.76666666666665,1216.67,1,11,Pass2
335,949.0000000000348,370.14375,371.6333333333333,1489.58,1,11,Pass2
336,952.000000000034,370.6463545,371.9333333333333,1286.98,1,11,Pass2
337,955.0000000000344,371.586458,372.23333333333335,646.88,1,11,Pass2
338,958.000000000034,372.578125,372.6666666666667,88.54,1,11,Pass2
339,961.000000000033,373.041667,373.06666666666666,25.0,1,11,Pass2
340,964.0000000000329,373.4145835,373.4666666666666,52.08,1,11,Pass2
341,967.000000000031,374.057292,375.03333333333336,976.04,1,11,Pass2
342,970.000000000031,374.5625,375.3333333333333,770.83,1,11,Pass2
343,973.0000000000308,375.190625,376.3333333333333,1142.71,1,11,Pass2
344,976.00000000003,376.120833,377.6666666666667,1545.83,1,11,Pass2
345,979.0000000000304,377.307292,378.1333333333333,826.04,1,11,Pass2
346,982.0000000000308,378.273958,378.4666666666666,192.71,1,11,Pass2
347,985.0000000000296,379.030208,379.1,69.79,1,11,Pass2
348,988.0000000000292,379.722917,380.76666666666665,1043.75,1,11,Pass2
349,991.0000000000288,380.43125,381.06666666666666,635.42,1,11,Pass2
350,994.0000000000292,381.222917,381.8666666666667,643.75,1,11,Pass2
351,997.0000000000286,381.904167,382.4666666666666,562.5,1,11,Pass2
352,1000.0000000000288,382.803125,382.8,3.13,1,11,Pass2
353,1003.0000000000288,383.430208,383.53333333333336,103.13,1,11,Pass2
354,1006.0000000000284,384.494792,384.5,5.21,1,11,Pass2
355,1009.0000000000286,385.1515625,385.26666666666665,115.1,1,11,Pass2
356,1012.0000000000288,385.911458,386.26666666666665,355.21,1,11,Pass2
357,1015.0000000000284,386.541667,386.76666666666665,225.0,1,11,Pass2
358,1018.0000000000284,387.5125,387.3,212.5,1,11,Pass2
359,1021.0000000000276,388.458333,388.4333333333333,25.0,1,11,Pass2
360,1024.0000000000268,389.267708,389.3,32.29,1,11,Pass2
361,1027.0000000000282,389.9776045,390.56666666666666,589.06,1,11,Pass2
362,1030.0000000000275,390.929167,391.2,270.83,1,11,Pass2
363,1033.000000000028,391.7145835,391.76666666666665,52.08,1,11,Pass2
364,1036.000000000024,392.5015625,392.9666666666666,465.1,1,11,Pass2
365,1039.0000000000246,393.2322915,393.4,167.71,1,11,Pass2
366,1042.0000000000246,394.120833,394.1666666666667,45.83,1,11,Pass2
367,1045.000000000024,394.911458,395.4,488.54,1,11,Pass2
368,1048.000000000021,395.883333,396.06666666666666,183.33,1,11,Pass2
369,1051.0000000000214,396.832292,397.4666666666666,634.37,1,11,Pass2
370,1054.0000000000175,397.879167,397.9,20.83,1,11,Pass2
371,1057.0000000000173,398.802604,398.8,2.6,1,11,Pass2
372,1060.0000000000182,400.154167,400.0,154.17,1,11,Pass2
373,1063.0000000000186,401.026042,401.26666666666665,240.62,1,11,Pass2
374,1066.00000000001,401.963021,401.9333333333333,29.69,1,12,Pass2
375,1069.00000000001,402.932292,403.26666666666665,334.37,1,12,Pass2
376,1072.0000000000098,403.799479,403.9,100.52,1,13,Pass2
377,1075.0000000000098,404.585417,405.0,414.58,1,13,Pass2
378,1078.00000000001,405.4515625,405.6333333333333,181.77,1,13,Pass2
379,1081.0000000000102,406.3932295,406.4333333333333,40.1,1,13,Pass2
380,1084.0000000000102,407.646875,407.7,53.12,1,13,Pass2
381,1087.0000000000102,408.55625,409.5,943.75,1,13,Pass2
382,1090.0000000000102,409.396875,410.0,603.12,1,13,Pass2
383,1093.0000000000102,410.303125,410.8333333333333,530.21,1,13,Pass2
384,1096.0000000000105,411.1890625,413.03333333333336,1844.27,1,13,Pass2
